1;16724.531455580574;390
2;17932.112061176602;228
3;17849.793403121646;191
4;17911.443537984702;213
5;16531.206399605973;188
6;17112.13477227371;189
7;17312.614192977555;247
8;17884.391562365927;268
9;17997.796813093242;333
10;17183.21253764173;222
11;17985.98740360789;186
12;17935.194127479564;166
13;16778.27613506394;173
14;17512.486422498485;167
15;17336.913289655557;181
16;17202.787962009144;172
17;17277.17615822714;189
18;16866.7655555633;173
19;17974.895837322456;209
20;18028.40534819345;189
21;17675.033189191337;187
22;17160.872785407337;188
23;17133.252666305452;191
24;18060.9572773243;173
25;17790.422322118488;164
26;15498.673036529657;165
27;17383.06707600834;164
28;17342.564221371755;170
29;17032.322312204178;164
30;17319.89265724342;175
